442.125,433.6
464.625,540.8
471.375,240
488.25,304
344.25,164.8
361.125,203.2
533.25,304
565.875,382.4
122.625,180.8
137.25,227.2
54,340.8
88.875,435.2
289.125,436.8
330.75,542.4
